"Additional File 2. COGs present in the seven E. faecium genomes"
,,,
,,,,,,"Strainsb",,,
"EfmE1679_2796","COG1653","G","ABC-type sugar transport system, periplasmic component"
"EfmE1679_0513","COG1658","L","Small primase-like proteins (Toprim domain)"
"EfmE1679_0308","COG1660","R","Predicted P-loop-containing kinase"
"EfmE1679_0174","COG1666","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0411","COG1668","C","ABC-type Na+ efflux pump, permease component"
"EfmE1679_0364","COG1670","J","Acetyltransferases, including N-acetylases of ribosomal proteins"
"EfmE1679_2053","COG1670","J","Acetyltransferases, including N-acetylases of ribosomal proteins"
"EfmE1679_0662","COG1671","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0532","COG1674","D","DNA segregation ATPase FtsK/SpoIIIE and related proteins"
"EfmE1679_2344","COG1674","D","DNA segregation ATPase FtsK/SpoIIIE and related proteins"
"EfmE1679_2346","COG1674","D","DNA segregation ATPase FtsK/SpoIIIE and related proteins"
"EfmE1679_2450","COG1674","D","DNA segregation ATPase FtsK/SpoIIIE and related proteins"
"EfmE1679_1886","COG1680","V","Beta-lactamase class C and other penicillin binding proteins"
"EfmE1679_2860","COG1680","V","Beta-lactamase class C and other penicillin binding proteins"
"EfmE1679_1871","COG1682","G","ABC-type polysaccharide/polyol phosphate export systems, permease component"
"EfmE1679_2563","COG1683","S","Uncharacterized conserved protein"
"EfmE1679_2909","COG1686","M","D-alanyl-D-alanine carboxypeptidase"
"EfmE1679_2445","COG1692","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0065","COG1694","R","Predicted pyrophosphatase"
"EfmE1679_0400","COG1694","R","Predicted pyrophosphatase"
"EfmE1679_1146","COG1695","K","Predicted transcriptional regulators"
"EfmE1679_2225","COG1695","K","Predicted transcriptional regulators"
"EfmE1679_2401","COG1695","K","Predicted transcriptional regulators"
"EfmE1679_2917","COG1695","K","Predicted transcriptional regulators"
"EfmE1679_2129","COG1696","M","Predicted membrane protein involved in D-alanine export"
"EfmE1679_1579","COG1702","T","Phosphate starvation-inducible protein PhoH, predicted ATPase"
"EfmE1679_0583","COG1705","N","Muramidase (flagellum-specific)"
"EfmE1679_1140","COG1705","N","Muramidase (flagellum-specific)"
"EfmE1679_1783","COG1705","N","Muramidase (flagellum-specific)"
"EfmE1679_2606","COG1705","N","Muramidase (flagellum-specific)"
"EfmE1679_1058","COG1705; COG0739","N","Muramidase (flagellum-specific); Membrane proteins related to metalloendopeptidases"
"EfmE1679_0213","COG1708","R","Predicted nucleotidyltransferases"
"EfmE1679_1935","COG1713","H","Predicted HD superfamily hydrolase involved in NAD metabolism"
"EfmE1679_0294","COG1714","S","Predicted membrane protein/domain"
"EfmE1679_2360","COG1721","R","Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain)"
"EfmE1679_1814","COG1722","L","Exonuclease VII small subunit"
"EfmE1679_1314","COG1732","M","Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)"
"EfmE1679_2069","COG1732; COG1174","M","Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein); ABC-type proline/glycine betaine transport systems, permease component"
"EfmE1679_0066","COG1733","K","Predicted transcriptional regulators"
"EfmE1679_1271","COG1733","K","Predicted transcriptional regulators"
"EfmE1679_0121","COG1737","K","Transcriptional regulators"
"EfmE1679_0241","COG1737","K","Transcriptional regulators"
"EfmE1679_0643","COG1737","K","Transcriptional regulators"
"EfmE1679_0644","COG1737","K","Transcriptional regulators"
"EfmE1679_0728","COG1737","K","Transcriptional regulators"
"EfmE1679_1710","COG1737","K","Transcriptional regulators"
"EfmE1679_1945","COG1737","K","Transcriptional regulators"
"EfmE1679_2181","COG1737","K","Transcriptional regulators"
"EfmE1679_2578","COG1737","K","Transcriptional regulators"
"EfmE1679_2897","COG1737","K","Transcriptional regulators"
"EfmE1679_0472","COG1739","S","Uncharacterized conserved protein"
"EfmE1679_1215","COG1744","R","Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein"
"EfmE1679_1478","COG1752","R","Predicted esterase of the alpha-beta hydrolase superfamily"
"EfmE1679_2209","COG1757","C","Na+/H+ antiporter"
"EfmE1679_2828","COG1757","C","Na+/H+ antiporter"
"EfmE1679_1484","COG1758","K","DNA-directed RNA polymerase, subunit K/omega"
"EfmE1679_1765","COG1760","E","L-serine deaminase"
"EfmE1679_1766","COG1760","E","L-serine deaminase"
"EfmE1679_0233","COG1762","G","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1679_0883","COG1762","G","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1679_0889","COG1762","G","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1679_2025","COG1762","G","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1679_2079","COG1762","G","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1679_2333","COG1762","G","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1679_2892","COG1762","G","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1679_2900","COG1762","G","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)"
"EfmE1679_0249","COG1764","O","Predicted redox protein, regulator of disulfide bond formation"
"EfmE1679_2034","COG1764","O","Predicted redox protein, regulator of disulfide bond formation"
"EfmE1679_2738","COG1764","O","Predicted redox protein, regulator of disulfide bond formation"
"EfmE1679_1011","COG1765","O","Predicted redox protein, regulator of disulfide bond formation"
"EfmE1679_2878","COG1767","H","Triphosphoribosyl-dephospho-CoA synthetase"
"EfmE1679_0542","COG1774","S","Uncharacterized homolog of PSP1"
"EfmE1679_2817","COG1780","F","Protein involved in ribonucleotide reduction"
"EfmE1679_0136","COG1783","R","Phage terminase large subunit"
"EfmE1679_1495","COG1792","M","Cell shape-determining protein"
"EfmE1679_0309","COG1794","M","Aspartate racemase"
"EfmE1679_1833","COG1799","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0196","COG1801","S","Uncharacterized conserved protein"
"EfmE1679_0189","COG1802","K","Transcriptional regulators"
"EfmE1679_2299","COG1802","K","Transcriptional regulators"
"EfmE1679_2730","COG1802","K","Transcriptional regulators"
"EfmE1679_0508","COG1803","G","Methylglyoxal synthase"
"EfmE1679_0734","COG1806","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_2402","COG1811","R","Uncharacterized membrane protein, possible Na+ channel or pump"
"EfmE1679_2076","COG1819","G","Glycosyl transferases, related to UDP-glucuronosyltransferase"
"EfmE1679_2673","COG1820","G","N-acetylglucosamine-6-phosphate deacetylase"
"EfmE1679_2855","COG1823","R","Predicted Na+/dicarboxylate symporter"
"EfmE1679_2219","COG1825","J","Ribosomal protein L25 (general stress protein Ctc)"
"EfmE1679_1346","COG1827","R","Predicted small molecule binding protein (contains 3H domain)"
"EfmE1679_3006","COG1828","F","Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component"
"EfmE1679_0371","COG1832","R","Predicted CoA-binding protein"
"EfmE1679_1628","COG1835","I","Predicted acyltransferases"
"EfmE1679_2570","COG1837","R","Predicted RNA-binding protein (contains KH domain)"
"EfmE1679_2952","COG1840","P","ABC-type Fe3+ transport system, periplasmic component"
"EfmE1679_1181","COG1841","J","Ribosomal protein L30/L7E"
"EfmE1679_0169","COG1846","K","Transcriptional regulators"
"EfmE1679_0787","COG1846","K","Transcriptional regulators"
"EfmE1679_0860","COG1846","K","Transcriptional regulators"
"EfmE1679_1141","COG1846","K","Transcriptional regulators"
"EfmE1679_1441","COG1846","K","Transcriptional regulators"
"EfmE1679_1920","COG1846","K","Transcriptional regulators"
"EfmE1679_2611","COG1846","K","Transcriptional regulators"
"EfmE1679_2737","COG1846","K","Transcriptional regulators"
"EfmE1679_2511","COG1847","R","Predicted RNA-binding protein"
"EfmE1679_0963","COG1853","R","Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family"
"EfmE1679_1977","COG1853","R","Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family"
"EfmE1679_2992","COG1853","R","Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family"
"EfmE1679_1542","COG1854","T","LuxS protein involved in autoinducer AI2 synthesis"
"EfmE1679_2636","COG1854","T","LuxS protein involved in autoinducer AI2 synthesis"
"EfmE1679_0868","COG1862","U","Preprotein translocase subunit YajC"
"EfmE1679_0257","COG1866","C","Phosphoenolpyruvate carboxykinase (ATP)"
"EfmE1679_1781","COG1869","G","ABC-type ribose transport system, auxiliary component"
"EfmE1679_0582","COG1876","M","D-alanyl-D-alanine carboxypeptidase"
"EfmE1679_0620","COG1876","M","D-alanyl-D-alanine carboxypeptidase"
"EfmE1679_2083","COG1876","M","D-alanyl-D-alanine carboxypeptidase"
"EfmE1679_2692","COG1878","R","Predicted metal-dependent hydrolase"
"EfmE1679_0316","COG1879","G","ABC-type sugar transport system, periplasmic component"
"EfmE1679_1031","COG1879","G","ABC-type sugar transport system, periplasmic component"
"EfmE1679_0368","COG1882","C","Pyruvate-formate lyase"
"EfmE1679_1880","COG1887","M","Putative glycosyl/glycerophosphate transferases involved in teichoic acid biosynthesis TagF/TagB/EpsJ/RodC"
"EfmE1679_1773","COG1893","H","Ketopantoate reductase"
"EfmE1679_2824","COG1893","H","Ketopantoate reductase"
"EfmE1679_1608","COG1896","R","Predicted hydrolases of HD superfamily"
"EfmE1679_1866","COG1898","M","dTDP-4-dehydrorhamnose 3,5-epimerase and related enzymes"
"EfmE1679_1442","COG1902","C","NADH:flavin oxidoreductases, Old Yellow Enzyme family"
"EfmE1679_0348","COG1904","G","Glucuronate isomerase"
"EfmE1679_0722","COG1914","P","Mn2+ and Fe2+ transporters of the NRAMP family"
"EfmE1679_2485","COG1917","S","Uncharacterized conserved protein, contains double-stranded beta-helix domain"
"EfmE1679_0221","COG1918","P","Fe2+ transport system protein A"
"EfmE1679_2709","COG1921","E","Selenocysteine synthase [seryl-tRNASer selenium transferase]"
"EfmE1679_1913","COG1925","G","Phosphotransferase system, HPr-related proteins"
"EfmE1679_1050","COG1929","G","Glycerate kinase"
"EfmE1679_2823","COG1929","G","Glycerate kinase"
"EfmE1679_2188","COG1937","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_1159","COG1939","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0341","COG1940","K","Transcriptional regulator/sugar kinase"
"EfmE1679_0468","COG1940","K","Transcriptional regulator/sugar kinase"
"EfmE1679_0596","COG1940","K","Transcriptional regulator/sugar kinase"
"EfmE1679_0810","COG1940","K","Transcriptional regulator/sugar kinase"
"EfmE1679_0853","COG1940","K","Transcriptional regulator/sugar kinase"
"EfmE1679_1728","COG1940","K","Transcriptional regulator/sugar kinase"
"EfmE1679_1943","COG1942","R","Uncharacterized protein, 4-oxalocrotonate tautomerase homolog"
"EfmE1679_1063","COG1943","L","Transposase and inactivated derivatives"
"EfmE1679_2233","COG1943","L","Transposase and inactivated derivatives"
"EfmE1679_2407","COG1943","L","Transposase and inactivated derivatives"
"EfmE1679_0282","COG1947","I","4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase"
"EfmE1679_0708","COG1950","S","Predicted membrane protein"
"EfmE1679_1008","COG1956","T","GAF domain-containing protein"
"EfmE1679_0090","COG1957","F","Inosine-uridine nucleoside N-ribohydrolase"
"EfmE1679_0448","COG1957","F","Inosine-uridine nucleoside N-ribohydrolase"
"EfmE1679_1131","COG1959","K","Predicted transcriptional regulator"
"EfmE1679_0051","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1679_0614","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1679_0623","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1679_0628","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1679_0631","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1679_0634","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1679_1206","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1679_2839","COG1961","L","Site-specific recombinases, DNA invertase Pin homologs"
"EfmE1679_0178","COG1968","V","Uncharacterized bacitracin resistance protein"
"EfmE1679_0179","COG1968","V","Uncharacterized bacitracin resistance protein"
"EfmE1679_1165","COG1970","M","Large-conductance mechanosensitive channel"
"EfmE1679_2756","COG1972","F","Nucleoside permease"
"EfmE1679_0109","COG1974","K","SOS-response transcriptional repressors (RecA-mediated autopeptidases)"
"EfmE1679_0707","COG1983","K","Putative stress-responsive transcriptional regulator"
"EfmE1679_1047","COG1989","N","Type II secretory pathway, prepilin signal peptidase PulO and related peptidases"
"EfmE1679_1822","COG2001","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0209","COG2003","L","DNA repair proteins"
"EfmE1679_1250","COG2003","L","DNA repair proteins"
"EfmE1679_2660","COG2011","P","ABC-type metal ion transport system, permease component"
"EfmE1679_2831","COG2011","P","ABC-type metal ion transport system, permease component"
"EfmE1679_0270","COG2017","G","Galactose mutarotase and related enzymes"
"EfmE1679_0373","COG2017","G","Galactose mutarotase and related enzymes"
"EfmE1679_2211","COG2017","G","Galactose mutarotase and related enzymes"
"EfmE1679_2393","COG2017","G","Galactose mutarotase and related enzymes"
"EfmE1679_0602","COG2026","J","Cytotoxic translational repressor of toxin-antitoxin stability system"
"EfmE1679_1804","COG2026","J","Cytotoxic translational repressor of toxin-antitoxin stability system"
"EfmE1679_0702","COG2030","I","Acyl dehydratase"
"EfmE1679_1110","COG2035","S","Predicted membrane protein"
"EfmE1679_2810","COG2039","O","Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)"
"EfmE1679_0748","COG2065","F","Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase"
"EfmE1679_0957","COG2066","E","Glutaminase"
"EfmE1679_0413","COG2071","R","Predicted glutamine amidotransferases"
"EfmE1679_2813","COG2076","P","Membrane transporters of cations and cationic drugs"
"EfmE1679_2966","COG2081","R","Predicted flavoproteins"
"EfmE1679_1917","COG2084","I","3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases"
"EfmE1679_1639","COG2094","L","3-methyladenine DNA glycosylase"
"EfmE1679_1586","COG2103","R","Predicted sugar phosphate isomerase"
"EfmE1679_2819","COG2103","R","Predicted sugar phosphate isomerase"
"EfmE1679_1463","COG2116","P","Formate/nitrite family of transporters"
"EfmE1679_1633","COG2124","Q","Cytochrome P450"
"EfmE1679_0188","COG2131","F","Deoxycytidylate deaminase"
"EfmE1679_1279","COG2133","G","Glucose/sorbosone dehydrogenases"
"EfmE1679_2991","COG2135","S","Uncharacterized conserved protein"
"EfmE1679_1903","COG2137","R","Uncharacterized protein conserved in bacteria"
"EfmE1679_2059","COG2141","C","Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases"
"EfmE1679_1876","COG2148","M","Sugar transferases involved in lipopolysaccharide synthesis"
"EfmE1679_2043","COG2148","M","Sugar transferases involved in lipopolysaccharide synthesis"
"EfmE1679_0172","COG2151","R","Predicted metal-sulfur cluster biosynthetic enzyme"
"EfmE1679_1164","COG2153","R","Predicted acyltransferase"
"EfmE1679_1988","COG2160","G","L-arabinose isomerase"
"EfmE1679_1319","COG2161","D","Antitoxin of toxin-antitoxin stability system"
"EfmE1679_2787","COG2161","D","Antitoxin of toxin-antitoxin stability system"
"EfmE1679_1652","COG2165","N","Type II secretory pathway, pseudopilin PulG"
"EfmE1679_1532","COG2171","E","Tetrahydrodipicolinate N-succinyltransferase"
"EfmE1679_0619","COG2173","M","D-alanyl-D-alanine dipeptidase"
"EfmE1679_1594","COG2176","L","DNA polymerase III, alpha subunit (gram-positive type)"
"EfmE1679_0482","COG2177","D","Cell division protein"
"EfmE1679_1931","COG2179","R","Predicted hydrolase of the HAD superfamily"
"EfmE1679_2742","COG2182","G","Maltose-binding periplasmic proteins/domains"
"EfmE1679_3032","COG2183","K","Transcriptional accessory protein"
"EfmE1679_0050","COG2184","D","Protein involved in cell division"
"EfmE1679_0965","COG2186","K","Transcriptional regulators"
"EfmE1679_0087","COG2188","K","Transcriptional regulators"
"EfmE1679_0471","COG2188","K","Transcriptional regulators"
"EfmE1679_1329","COG2188","K","Transcriptional regulators"
"EfmE1679_1362","COG2188","K","Transcriptional regulators"
"EfmE1679_2175","COG2188","K","Transcriptional regulators"
"EfmE1679_2325","COG2188","K","Transcriptional regulators"
"EfmE1679_2326","COG2188","K","Transcriptional regulators"
"EfmE1679_2922","COG2188","K","Transcriptional regulators"
"EfmE1679_3043","COG2188","K","Transcriptional regulators"
"EfmE1679_0218","COG2188; COG0490","K","Transcriptional regulators; Putative regulatory, ligand-binding protein related to C-terminal domains of K+ channels"
"EfmE1679_0244","COG2190","G","Phosphotransferase system IIA components"
"EfmE1679_0854","COG2190","G","Phosphotransferase system IIA components"
"EfmE1679_1523","COG2190","G","Phosphotransferase system IIA components"
"EfmE1679_2777","COG2190","G","Phosphotransferase system IIA components"
"EfmE1679_2668","COG2194","R","Predicted membrane-associated, metal-dependent hydrolase"
"EfmE1679_0689","COG2195","E","Di- and tripeptidases"
"EfmE1679_0690","COG2195","E","Di- and tripeptidases"
"EfmE1679_1684","COG2197","T","Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain"
"EfmE1679_1891","COG2197","T","Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain"
"EfmE1679_0268","COG2207","K","AraC-type DNA-binding domain-containing proteins"
"EfmE1679_0352","COG2207","K","AraC-type DNA-binding domain-containing proteins"
"EfmE1679_0652","COG2207","K","AraC-type DNA-binding domain-containing proteins"
"EfmE1679_0818","COG2207","K","AraC-type DNA-binding domain-containing proteins"
"EfmE1679_0921","COG2207","K","AraC-type DNA-binding domain-containing proteins"
"EfmE1679_2779","COG2207","K","AraC-type DNA-binding domain-containing proteins"
"EfmE1679_2987","COG2207","K","AraC-type DNA-binding domain-containing proteins"
"EfmE1679_0269","COG2211","G","Na+/melibiose symporter and related transporters"
"EfmE1679_2862","COG2213","G","Phosphotransferase system, mannitol-specific IIBC component"
"EfmE1679_2867","COG2213","G","Phosphotransferase system, mannitol-specific IIBC component"
"EfmE1679_0180","COG2217","P","Cation transport ATPase"
"EfmE1679_0975","COG2217","P","Cation transport ATPase"
"EfmE1679_1806","COG2217","P","Cation transport ATPase"
"EfmE1679_1942","COG2217","P","Cation transport ATPase"
"EfmE1679_2038","COG2217","P","Cation transport ATPase"
"EfmE1679_2039","COG2217","P","Cation transport ATPase"
"EfmE1679_2365","COG2217","P","Cation transport ATPase"
"EfmE1679_2366","COG2217","P","Cation transport ATPase"
"EfmE1679_2493","COG2217","P","Cation transport ATPase"
"EfmE1679_2693","COG2217","P","Cation transport ATPase"
"EfmE1679_2807","COG2217","P","Cation transport ATPase"
"EfmE1679_0232","COG2220","R","Predicted Zn-dependent hydrolases of the beta-lactamase fold"
"EfmE1679_0670","COG2220","R","Predicted Zn-dependent hydrolases of the beta-lactamase fold"
"EfmE1679_1431","COG2220","R","Predicted Zn-dependent hydrolases of the beta-lactamase fold"
"EfmE1679_0497","COG2222","M","Predicted phosphosugar isomerases"
"EfmE1679_1328","COG2222","M","Predicted phosphosugar isomerases"
"EfmE1679_2173","COG2222","M","Predicted phosphosugar isomerases"
"EfmE1679_2324","COG2222","M","Predicted phosphosugar isomerases"
"EfmE1679_0402","COG2226","H","Methylase involved in ubiquinone/menaquinone biosynthesis"
"EfmE1679_2746","COG2230","M","Cyclopropane fatty acid synthase and related methyltransferases"
"EfmE1679_0024","COG2233","F","Xanthine/uracil permeases"
"EfmE1679_0591","COG2233","F","Xanthine/uracil permeases"
"EfmE1679_0747","COG2233","F","Xanthine/uracil permeases"
"EfmE1679_3010","COG2235","E","Arginine deiminase"
"EfmE1679_1677","COG2239","P","Mg/Co/Ni transporter MgtE (contains CBS domain)"
"EfmE1679_1505","COG2244","R","Membrane protein involved in the export of O-antigen and teichoic acid"
"EfmE1679_1881","COG2244","R","Membrane protein involved in the export of O-antigen and teichoic acid"
"EfmE1679_2706","COG2244","R","Membrane protein involved in the export of O-antigen and teichoic acid"
"EfmE1679_2766","COG2244","R","Membrane protein involved in the export of O-antigen and teichoic acid"
"EfmE1679_2894","COG2244","R","Membrane protein involved in the export of O-antigen and teichoic acid"
"EfmE1679_1897","COG2246","S","Predicted membrane protein"
"EfmE1679_0267","COG2249","R","Putative NADPH-quinone reductase (modulator of drug activity B)"
"EfmE1679_1435","COG2252","R","Permeases"
"EfmE1679_1949","COG2252","R","Permeases"
"EfmE1679_2533","COG2253","S","Uncharacterized conserved protein"
"EfmE1679_2891","COG2253","S","Uncharacterized conserved protein"
"EfmE1679_1359","COG2255","L","Holliday junction resolvasome, helicase subunit"
"EfmE1679_1640","COG2256","L","ATPase related to the helicase subunit of the Holliday junction resolvase"
"EfmE1679_2182","COG2256","L","ATPase related to the helicase subunit of the Holliday junction resolvase"
"EfmE1679_0953","COG2261","S","Predicted membrane protein"
"EfmE1679_1094","COG2261","S","Predicted membrane protein"
"EfmE1679_1298","COG2261","S","Predicted membrane protein"
"EfmE1679_2033","COG2261","S","Predicted membrane protein"
"EfmE1679_2140","COG2261","S","Predicted membrane protein"
"EfmE1679_2983","COG2261","S","Predicted membrane protein"
"EfmE1679_1262","COG2262","R","GTPases"
"EfmE1679_1637","COG2264","J","Ribosomal protein L11 methylase"
"EfmE1679_0939","COG2265","J","SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase"
"EfmE1679_1902","COG2265","J","SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase"
"EfmE1679_2680","COG2268","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_1708","COG2269","J","Truncated, possibly inactive, lysyl-tRNA synthetase (class II)"
"EfmE1679_1835","COG2302","S","Uncharacterized conserved protein, contains S4-like domain"
"EfmE1679_1856","COG2309","E","Leucyl aminopeptidase (aminopeptidase T)"
"EfmE1679_0768","COG2317","E","Zn-dependent carboxypeptidase"
"EfmE1679_2942","COG2321","R","Predicted metalloprotease"
"EfmE1679_0274","COG2323","S","Predicted membrane protein"
"EfmE1679_0187","COG2333; COG0658","R","Predicted hydrolase (metallo-beta-lactamase superfamily); Predicted membrane metal-binding protein"
"EfmE1679_1601","COG2337","T","Growth inhibitor"
"EfmE1679_2994","COG2337","T","Growth inhibitor"
"EfmE1679_0334","COG2340","S","Uncharacterized protein with SCP/PR1 domains"
"EfmE1679_0202","COG2344","R","AT-rich DNA-binding protein"
"EfmE1679_0830","COG2344","R","AT-rich DNA-binding protein"
"EfmE1679_1674","COG2357","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_2197","COG2376","G","Dihydroxyacetone kinase"
"EfmE1679_2198","COG2376","G","Dihydroxyacetone kinase"
"EfmE1679_0808","COG2382; COG1538","P","Enterochelin esterase and related enzymes; Outer membrane protein"
"EfmE1679_0692","COG2384","R","Predicted SAM-dependent methyltransferase"
"EfmE1679_0450","COG2388","R","Predicted acetyltransferase"
"EfmE1679_0440","COG2390","K","Transcriptional regulator, contains sigma factor-related N-terminal domain"
"EfmE1679_0426","COG2423","E","Predicted ornithine cyclodeaminase, mu-crystallin homolog"
"EfmE1679_1034","COG2423","E","Predicted ornithine cyclodeaminase, mu-crystallin homolog"
"EfmE1679_1041","COG2452","L","Predicted site-specific integrase-resolvase"
"EfmE1679_2517","COG2501","S","Uncharacterized conserved protein"
"EfmE1679_0679","COG2508","T","Regulator of polyketide synthase expression"
"EfmE1679_2859","COG2514","R","Predicted ring-cleavage extradiol dioxygenase"
"EfmE1679_0669","COG2606","S","Uncharacterized conserved protein"
"EfmE1679_2967","COG2606","S","Uncharacterized conserved protein"
"EfmE1679_0974","COG2608","P","Copper chaperone"
"EfmE1679_2367","COG2608","P","Copper chaperone"
"EfmE1679_0776","COG2610","G","H+/gluconate symporter and related permeases"
"EfmE1679_1983","COG2706","G","3-carboxymuconate cyclase"
"EfmE1679_0181","COG2707","S","Predicted membrane protein"
"EfmE1679_0349","COG2721","G","Altronate dehydratase"
"EfmE1679_0533","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_0730","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_0963","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_1342","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_1437","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_1440","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_2409","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_2920","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_3023","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_3044","COG2723","G","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase"
"EfmE1679_0674","COG2738","R","Predicted Zn-dependent protease"
"EfmE1679_2564","COG2739","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_1591","COG2740","K","Predicted nucleic-acid-binding protein implicated in transcription termination"
"EfmE1679_0190","COG2755","E","Lysophospholipase L1 and related esterases"
"EfmE1679_0347","COG2755","E","Lysophospholipase L1 and related esterases"
"EfmE1679_0390","COG2755","E","Lysophospholipase L1 and related esterases"
"EfmE1679_2689","COG2755","E","Lysophospholipase L1 and related esterases"
"EfmE1679_0753","COG2759","F","Formyltetrahydrofolate synthetase"
"EfmE1679_1672","COG2761","Q","Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis"
"EfmE1679_1078","COG2764","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_2739","COG2764","S","Uncharacterized protein conserved in bacteria"
"EfmE1679_0021","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_0021","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_0849","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_0858","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_1397","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_1744","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_1784","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_1979","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_2148","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_2929","COG2801","L","Transposase and inactivated derivatives"
"EfmE1679_1655","COG2804","N","Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB"
"EfmE1679_0548","COG2812","L","DNA polymerase III, gamma/tau subunits"
"EfmE1679_1220","COG2813","J","16S RNA G1207 methylase RsmC"
"EfmE1679_2566","COG2818","L","3-methyladenine DNA glycosylase"
"EfmE1679_0673","COG2824","P","Uncharacterized Zn-ribbon-containing protein involved in phosphonate metabolism"
"EfmE1679_1394","COG2826","L","Transposase and inactivated derivatives, IS30 family"
"EfmE1679_1401","COG2826","L","Transposase and inactivated derivatives, IS30 family"
"EfmE1679_1402","COG2826","L","Transposase and inactivated derivatives, IS30 family"
"EfmE1679_1958","COG2826","L","Transposase and inactivated derivatives, IS30 family"
"EfmE1679_2492","COG2826","L","Transposase and inactivated derivatives, IS30 family"
"EfmE1679_2785","COG2826","L","Transposase and inactivated derivatives, IS30 family"
